218.81,161
224.29,163
229.48,160
240.18,91
244.59,76
254.74,68
258.8,71
269.8,43
274.04,37
278.19,35
288.95,38
293.1,37
306.3,76
312.5,64
316.53,37
320.67,49
331.41,44
335.3,53
339.19,48
343.34,50
347.79,42
358.18,27
362.19,27
366.15,29
377.27,68
381.16,54
391.1,69
28.2,79
32.44,76
38.19,153
43.57,191
54.12,66
58.25,66
62.24,65
72.07,62
76.11,62
80.07,64
90.13,78
100.83,438
114.29,68
118.48,65
131.82,777
149.86,418
158.07,104
163.35,75
168.36,66
172.64,61
183.09,45
187.08,42
190.98,42
200.7,38
204.59,35
210.8,75
221.8,162
227.01,158
237.42,76
241.97,75
245.98,73
255.93,71
260.03,76
271.27,39
275.75,34
280.25,43
284.4,39
297.42,76
302.74,79
308.3,47
312.14,37
316.25,43
320.1,40
325.11,47
329.04,53
332.93,49
337.0,50
341.42,43
351.91,30
355.95,27
360.03,30
364.13,33
369.07,98
372.96,56
23.72,67
27.83,76
39.08,122
44.49,191
54.83,67
58.92,62
62.79,61
72.44,59
76.43,58
80.23,59
90.12,69
94.4,78
98.78,81
109.27,85
113.52,82
132.99,83
137.53,102
147.81,395
162.53,77
167.41,67
178.42,51
182.58,40
186.37,38
196.33,37
199.98,35
212.67,104
217.74,161
229.05,157
233.95,129
238.26,74
248.5,70
252.54,70
263.54,51
267.81,34
271.97,35
282.91,38
287.18,37
292.78,58
305.43,77
310.11,44
320.08,37
325.1,53
329.03,52
332.93,49
336.66,48
347.48,32
351.4,28
361.83,29
366.49,59
12.85,76
16.72,55
26.61,69
30.9,81
42.59,179
48.13,190
52.81,76
62.64,62
66.6,63
76.4,57
80.58,55
84.39,54
94.0,62
98.01,67
112.37,345
119.84,366
127.21,1
141.09,103
150.59,399
158.04,343
163.51,78
175.88,63
180.15,52
184.3,49
194.4,40
198.29,39
202.14,40
205.96,38
209.81,38
222.99,162
228.16,159
238.95,78
243.71,76
247.97,76
252.0,70
262.01,77
266.8,44
277.55,35
281.85,39
286.12,35
290.17,35
303.18,75
309.11,75
313.05,38
323.02,44
327.92,43
337.36,49
341.63,39
346.14,37
350.08,28
360.61,29
5.72,28
10.33,62
20.18,58
24.33,66
28.4,68
38.51,76
44.39,162
49.94,190
55.44,189
65.07,49
68.93,47
73.02,45
76.8,48
86.32,50
90.22,49
93.95,49
103.55,58
107.56,66
124.93,360
139.1,764
143.49,93
153.89,392
161.38,343
167.51,77
172.69,73
183.94,53
188.11,47
192.26,45
196.3,40
200.23,43
204.31,40
208.25,37
212.11,35
218.6,87
229.74,160
235.15,157
240.0,140
250.69,77
254.73,69
264.73,73
270.06,58
274.46,37
278.59,32
282.48,29
293.55,34
299.56,65
304.25,76
316.87,34
321.14,49
325.02,34
329.8,49
333.71,50
337.66,48
341.54,47
345.83,42
349.81,33
360.36,29
364.36,28
368.45,30
373.24,85
377.43,60
381.72,60
385.73,67
29.08,77
33.18,76
44.74,189
50.16,189
60.93,45
64.75,47
68.46,47
78.0,56
81.85,52
85.73,49
89.46,49
99.03,53
103.14,65
112.03,334
120.32,407
130.53,84
137.39,103
146.7,403
160.69,77
165.62,66
170.0,60
180.53,47
184.7,43
188.55,44
198.43,38
202.22,35
207.33,40
212.47,166
223.92,160
228.88,158
239.62,76
243.73,71
253.57,72
258.22,72
262.42,39
266.64,35
277.44,38
281.4,38
294.35,78
299.78,79
305.01,43
314.82,37
319.56,54
329.31,48
333.49,44
337.9,38
341.82,28
352.23,28
356.28,28
360.77,63
370.73,62
374.87,67
24.24,69
28.65,79
32.77,76
44.74,190
50.19,189
60.72,48
64.58,45
68.29,45
77.82,51
81.62,54
90.97,49
94.81,49
98.71,49
102.72,54
106.91,66
115.75,368
123.12,1
131.85,81
150.19,416
157.21,98
169.28,65
173.73,57
177.78,50
187.99,42
191.84,43
201.77,38
205.67,33
212.45,138
217.68,162
222.81,160
233.62,103
238.22,75
242.55,76
252.39,70
256.51,71
267.71,37
271.81,34
282.61,35
286.76,37
292.9,71
297.65,74
303.08,77
307.77,38
318.04,38
322.71,52
332.2,49
336.49,42
340.97,32
345.13,32
349.08,30
359.59,29
364.47,69
368.86,67
372.74,56
25.56,70
29.84,80
41.62,193
47.22,189
52.66,188
63.58,44
67.22,44
76.71,47
80.57,51
84.36,52
93.7,47
97.42,47
107.25,63
111.6,73
